Run,Well,Sample,Day,Temp.,Sample_ID,Gene,5 ng,1 ng,1ng_log10,Replicate,Sample,SampleID,SampleID2,Order,DNA_ng_per_gsoilDM_serial,B_no_gc_per_g_soil,B_no_gc_per_g_soil_log10
A1,M17,S1,0,20,3865,Bacteria,2077670,415534,5.62,1,S1,A1,D0A1,D0A1,19307.75,8023025603,9.9
A1,M18,S1,0,20,3865,Bacteria,2191992,438398,5.64,2,S1,A1,D0A1,D0A1,19307.75,8464477945,9.93
A1,N17,S1,0,20,3865,Bacteria,2008026,401605,5.6,3,S1,A1,D0A1,D0A1,19307.75,7754087987,9.89
A1,N18,S1,0,20,3865,Bacteria,1750752,350150,5.54,4,S1,A1,D0A1,D0A1,19307.75,6760607832,9.83
A2,K14,S10,0,20,1881,Bacteria,1782862,356572,5.55,1,S10,A10,D0A10,D0A10,14029.29,5002452913,9.7
A2,L14,S10,0,20,1881,Bacteria,1345630,269126,5.43,2,S10,A10,D0A10,D0A10,14029.29,3775647394,9.58
A2,L22,S10,0,20,1881,Bacteria,1744714,348943,5.54,3,S10,A10,D0A10,D0A10,14029.29,4895423440,9.69
A2,M14,S11,0,20,2259,Bacteria,1770419,354084,5.55,1,S11,A11,D0A11,D0A11,6657.1,2357170921,9.37
A2,N14,S11,0,20,2259,Bacteria,6405366,1281073,6.11,2,S11,A11,D0A11,D0A11,6657.1,8528225007,9.93
A2,N22,S11,0,20,2259,Bacteria,7095388,1419078,6.15,3,S11,A11,D0A11,D0A11,6657.1,9446937440,9.98
A2,O14,S12,0,20,2407,Bacteria,941850,188370,5.28,1,S12,A12,D0A12,D0A12,15399.29,2900764915,9.46
A2,P14,S12,0,20,2407,Bacteria,2188330,437666,5.64,2,S12,A12,D0A12,D0A12,15399.29,6739747186,9.83
A2,P22,S12,0,20,2407,Bacteria,561438,112288,5.05,3,S12,A12,D0A12,D0A12,15399.29,1729155868,9.24
A2,A15,S13,0,20,2408,Bacteria,2612619,522524,5.72,1,S13,A13,D0A13,D0A13,7328.64,3829391756,9.58
A2,A23,S13,0,20,2408,Bacteria,2840892,568178,5.75,2,S13,A13,D0A13,D0A13,7328.64,4163973615,9.62
A2,B15,S13,0,20,2408,Bacteria,2182892,436578,5.64,3,S13,A13,D0A13,D0A13,7328.64,3199524221,9.51
A2,B23,S14,0,20,2411,Bacteria,3786593,757319,5.88,1,S14,A14,D0A14,D0A14,8705.78,6593054124,9.82
A2,C15,S14,0,20,2411,Bacteria,1557629,311526,5.49,2,S14,A14,D0A14,D0A14,8705.78,2712077446,9.43
A2,D15,S14,0,20,2411,Bacteria,1631502,326300,5.51,3,S14,A14,D0A14,D0A14,8705.78,2840696669,9.45
A2,C23,S15,0,20,2417,Bacteria,2728460,545692,5.74,1,S15,A15,D0A15,D0A15,9441.02,5151891806,9.71
A2,E15,S15,0,20,2417,Bacteria,1921421,384284,5.58,2,S15,A15,D0A15,D0A15,9441.02,3628034845,9.56
A2,F15,S15,0,20,2417,Bacteria,1661369,332274,5.52,3,S15,A15,D0A15,D0A15,9441.02,3137007136,9.5
A2,D23,S16,0,20,4254,Bacteria,3064035,612807,5.79,1,S16,A16,D0A16,D0A16,18750.44,11490402126,10.06
A2,G15,S16,0,20,4254,Bacteria,2623194,524639,5.72,2,S16,A16,D0A16,D0A16,18750.44,9837213153,9.99
A2,H15,S16,0,20,4254,Bacteria,1638361,327672,5.52,3,S16,A16,D0A16,D0A16,18750.44,6143994839,9.79
A2,E23,S17,0,20,2665,Bacteria,1990069,398014,5.6,1,S17,A17,D0A17,D0A17,30038.81,11955867037,10.08
A2,I15,S17,0,20,2665,Bacteria,1502460,300492,5.48,2,S17,A17,D0A17,D0A17,30038.81,9026422181,9.96
A2,J15,S17,0,20,2665,Bacteria,1994054,398811,5.6,3,S17,A17,D0A17,D0A17,30038.81,11979807969,10.08
A2,F23,S18,0,20,6127,Bacteria,2052300,410460,5.61,1,S18,A18,D0A18,D0A18,8190.18,3361740649,9.53
A2,K15,S18,0,20,6127,Bacteria,3900242,780048,5.89,2,S18,A18,D0A18,D0A18,8190.18,6388732325,9.81
A2,L15,S18,0,20,6127,Bacteria,3083899,616780,5.79,3,S18,A18,D0A18,D0A18,8190.18,5051538269,9.7
A2,G23,S19,0,20,6135,Bacteria,1589692,317938,5.5,1,S19,A19,D0A19,D0A19,9752.91,3100821643,9.49
A2,M15,S19,0,20,6135,Bacteria,1440348,288070,5.46,2,S19,A19,D0A19,D0A19,9752.91,2809521639,9.45
A2,N15,S19,0,20,6135,Bacteria,1853566,370713,5.57,3,S19,A19,D0A19,D0A19,9752.91,3615531625,9.56
A1,O17,S2,0,20,4779,Bacteria,2113489,422698,5.63,1,S2,A2,D0A2,D0A2,15848.2,6699001872,9.83
A1,O18,S2,0,20,4779,Bacteria,1822222,364444,5.56,2,S2,A2,D0A2,D0A2,15848.2,5775780908,9.76
A1,P17,S2,0,20,4779,Bacteria,1926154,385231,5.59,3,S2,A2,D0A2,D0A2,15848.2,6105217413,9.79
A1,P18,S2,0,20,4779,Bacteria,2115101,423020,5.63,4,S2,A2,D0A2,D0A2,15848.2,6704104992,9.83
A2,H23,S20,0,20,6177,Bacteria,1568476,313695,5.5,1,S20,A20,D0A20,D0A20,11375.5,3568437228,9.55
A2,O15,S20,0,20,6177,Bacteria,1117814,223563,5.35,2,S20,A20,D0A20,D0A20,11375.5,2543140733,9.41
A2,P15,S20,0,20,6177,Bacteria,2038771,407754,5.61,3,S20,A20,D0A20,D0A20,11375.5,4638405310,9.67
A1,A19,S3,0,20,2318,Bacteria,2103612,420722,5.62,1,S3,A3,D0A3,D0A3,17702.18,7447698578,9.87
A1,A20,S3,0,20,2318,Bacteria,1716343,343269,5.54,2,S3,A3,D0A3,D0A3,17702.18,6076611262,9.78
A1,B19,S3,0,20,2318,Bacteria,1592380,318476,5.5,3,S3,A3,D0A3,D0A3,17702.18,5637720995,9.75
A1,B20,S3,0,20,2318,Bacteria,1706463,341293,5.53,4,S3,A3,D0A3,D0A3,17702.18,6041631744,9.78
A1,C19,S4,0,20,3919,Bacteria,2817765,563553,5.75,1,S4,A4,D0A4,D0A4,22671.33,12776496243,10.11
A1,C20,S4,0,20,3919,Bacteria,2272123,454425,5.66,2,S4,A4,D0A4,D0A4,22671.33,10302419303,10.01
A1,D19,S4,0,20,3919,Bacteria,2191656,438331,5.64,3,S4,A4,D0A4,D0A4,22671.33,9937546912,10
A1,D20,S4,0,20,3919,Bacteria,2333914,466783,5.67,4,S4,A4,D0A4,D0A4,22671.33,10582591604,10.02
A1,E19,S5,0,20,2512,Bacteria,4388306,877661,5.94,1,S5,A5,D0A5,D0A5,25542.83,22417946502,10.35
A1,E20,S5,0,20,2512,Bacteria,2637400,527480,5.72,2,S5,A5,D0A5,D0A5,25542.83,13473332438,10.13
A1,F19,S5,0,20,2512,Bacteria,2382959,476592,5.68,3,S5,A5,D0A5,D0A5,25542.83,12173508860,10.09
A1,F20,S5,0,20,2512,Bacteria,2373854,474771,5.68,4,S5,A5,D0A5,D0A5,25542.83,12126995365,10.08
A2,C14,S6,0,20,116,Bacteria,2265191,453038,5.66,1,S6,A6,D0A6,D0A6,18476.44,8370530259,9.92
A2,D14,S6,0,20,116,Bacteria,1869322,373864,5.57,2,S6,A6,D0A6,D0A6,18476.44,6907676453,9.84
A2,D22,S6,0,20,116,Bacteria,3335779,667156,5.82,3,S6,A6,D0A6,D0A6,18476.44,12326669033,10.09
A2,E14,S7,0,20,124,Bacteria,2102553,420511,5.62,1,S7,A7,D0A7,D0A7,5829.6,2451412496,9.39
A2,F14,S7,0,20,124,Bacteria,1985639,397128,5.6,2,S7,A7,D0A7,D0A7,5829.6,2315098872,9.36
A2,F22,S7,0,20,124,Bacteria,5196443,1039289,6.02,3,S7,A7,D0A7,D0A7,5829.6,6058643035,9.78
A2,G14,S8,0,20,353,Bacteria,986765,197353,5.3,1,S8,A8,D0A8,D0A8,11530.89,2275656546,9.36
A2,H14,S8,0,20,353,Bacteria,1543874,308775,5.49,2,S8,A8,D0A8,D0A8,11530.89,3560451831,9.55
A2,H22,S8,0,20,353,Bacteria,1721391,344278,5.54,3,S8,A8,D0A8,D0A8,11530.89,3969833164,9.6
A2,I14,S9,0,20,6023,Bacteria,1172984,234597,5.37,1,S9,A9,D0A9,D0A9,8279.13,1942259629,9.29
A2,J14,S9,0,20,6023,Bacteria,711155,142231,5.15,2,S9,A9,D0A9,D0A9,8279.13,1177549284,9.07
A2,J22,S9,0,20,6023,Bacteria,1055959,211192,5.32,3,S9,A9,D0A9,D0A9,8279.13,1748486535,9.24
A1,M17,S1,0,12,3865,Bacteria,2077670,415534,5.62,1,S1,B1,D0B1,D0B1,19307.75,8023025603,9.9
A1,M18,S1,0,12,3865,Bacteria,2191992,438398,5.64,2,S1,B1,D0B1,D0B1,19307.75,8464477945,9.93
A1,N17,S1,0,12,3865,Bacteria,2008026,401605,5.6,3,S1,B1,D0B1,D0B1,19307.75,7754087987,9.89
A1,N18,S1,0,12,3865,Bacteria,1750752,350150,5.54,4,S1,B1,D0B1,D0B1,19307.75,6760607832,9.83
B2,K14,S10,0,12,1881,Bacteria,2019142,403828,5.61,1,S10,B10,D0B10,D0B10,14029.29,5665421163,9.75
B2,L14,S10,0,12,1881,Bacteria,2379021,475804,5.68,2,S10,B10,D0B10,D0B10,14029.29,6675193526,9.82
B2,L22,S10,0,12,1881,Bacteria,1095067,219013,5.34,3,S10,B10,D0B10,D0B10,14029.29,3072597455,9.49
B2,M14,S11,0,12,2259,Bacteria,5032526,1006505,6,1,S11,B11,D0B11,D0B11,6657.1,6700399673,9.83
B2,N14,S11,0,12,2259,Bacteria,4124137,824827,5.92,2,S11,B11,D0B11,D0B11,6657.1,5490951919,9.74
B2,N22,S11,0,12,2259,Bacteria,1589030,317806,5.5,3,S11,B11,D0B11,D0B11,6657.1,2115664819,9.33
B2,O14,S12,0,12,2407,Bacteria,2561419,512284,5.71,1,S12,B12,D0B12,D0B12,15399.29,7888811668,9.9
B2,P14,S12,0,12,2407,Bacteria,3453299,690660,5.84,2,S12,B12,D0B12,D0B12,15399.29,10635676044,10.03
B2,P22,S12,0,12,2407,Bacteria,41701908,8340382,6.92,3,S12,B12,D0B12,D0B12,15399.29,1.28E+11,11.11
B2,A15,S13,0,12,2408,Bacteria,4117168,823434,5.92,1,S13,B13,D0B13,D0B13,7328.64,6034653665,9.78
B2,A23,S13,0,12,2408,Bacteria,4107166,821433,5.91,2,S13,B13,D0B13,D0B13,7328.64,6019989050,9.78
B2,B15,S13,0,12,2408,Bacteria,2936613,587323,5.77,3,S13,B13,D0B13,D0B13,7328.64,4304280482,9.63
B2,B23,S14,0,12,2411,Bacteria,2175586,435117,5.64,1,S14,B14,D0B14,D0B14,8705.78,3788033750,9.58
B2,C15,S14,0,12,2411,Bacteria,2752393,550479,5.74,2,S14,B14,D0B14,D0B14,8705.78,4792350174,9.68
B2,D15,S14,0,12,2411,Bacteria,1854347,370869,5.57,3,S14,B14,D0B14,D0B14,8705.78,3228704667,9.51
B2,C23,S15,0,12,2417,Bacteria,4384609,876922,5.94,1,S15,B15,D0B15,D0B15,9441.02,8279042511,9.92
B2,E15,S15,0,12,2417,Bacteria,2316971,463394,5.67,2,S15,B15,D0B15,D0B15,9441.02,4374914331,9.64
B2,F15,S15,0,12,2417,Bacteria,2068155,413631,5.62,3,S15,B15,D0B15,D0B15,9441.02,3905100605,9.59
B2,D23,S16,0,12,4254,Bacteria,3133488,626698,5.8,1,S16,B16,D0B16,D0B16,18750.44,11750864516,10.07
B2,G15,S16,0,12,4254,Bacteria,3198387,639677,5.81,2,S16,B16,D0B16,D0B16,18750.44,11994226503,10.08
B2,H15,S16,0,12,4254,Bacteria,3004944,600989,5.78,3,S16,B16,D0B16,D0B16,18750.44,11268809402,10.05
B2,E23,S17,0,12,2665,Bacteria,2003663,400733,5.6,1,S17,B17,D0B17,D0B17,30038.81,12037542563,10.08
B2,I15,S17,0,12,2665,Bacteria,3823921,764784,5.88,2,S17,B17,D0B17,D0B17,30038.81,22973201486,10.36
B2,J15,S17,0,12,2665,Bacteria,2937745,587549,5.77,3,S17,B17,D0B17,D0B17,30038.81,17649272945,10.25
B2,F23,S18,0,12,6127,Bacteria,2163300,432660,5.64,1,S18,B18,D0B18,D0B18,8190.18,3543562611,9.55
B2,K15,S18,0,12,6127,Bacteria,4931631,986326,5.99,2,S18,B18,D0B18,D0B18,8190.18,8078185957,9.91
B2,L15,S18,0,12,6127,Bacteria,3287526,657505,5.82,3,S18,B18,D0B18,D0B18,8190.18,5385083286,9.73
B2,G23,S19,0,12,6135,Bacteria,1330431,266086,5.43,1,S19,B19,D0B19,D0B19,9752.91,2595113600,9.41
B2,M15,S19,0,12,6135,Bacteria,3660548,732110,5.86,2,S19,B19,D0B19,D0B19,9752.91,7140205113,9.85
B2,N15,S19,0,12,6135,Bacteria,2898631,579726,5.76,3,S19,B19,D0B19,D0B19,9752.91,5654017223,9.75
A1,O17,S2,0,12,4779,Bacteria,2113489,422698,5.63,1,S2,B2,D0B2,D0B2,15848.2,6699001872,9.83
A1,O18,S2,0,12,4779,Bacteria,1822222,364444,5.56,2,S2,B2,D0B2,D0B2,15848.2,5775780908,9.76
A1,P17,S2,0,12,4779,Bacteria,1926154,385231,5.59,3,S2,B2,D0B2,D0B2,15848.2,6105217413,9.79
A1,P18,S2,0,12,4779,Bacteria,2115101,423020,5.63,4,S2,B2,D0B2,D0B2,15848.2,6704104992,9.83
B2,H23,S20,0,12,6177,Bacteria,1693670,338734,5.53,1,S20,B20,D0B20,D0B20,11375.5,3853268354,9.59
B2,O15,S20,0,12,6177,Bacteria,2892697,578539,5.76,2,S20,B20,D0B20,D0B20,11375.5,6581169944,9.82
B2,P15,S20,0,12,6177,Bacteria,2821232,564246,5.75,3,S20,B20,D0B20,D0B20,11375.5,6418579934,9.81
A1,A19,S3,0,12,2318,Bacteria,2103612,420722,5.62,1,S3,B3,D0B3,D0B3,17702.18,7447698578,9.87
A1,A20,S3,0,12,2318,Bacteria,1716343,343269,5.54,2,S3,B3,D0B3,D0B3,17702.18,6076611262,9.78
A1,B19,S3,0,12,2318,Bacteria,1592380,318476,5.5,3,S3,B3,D0B3,D0B3,17702.18,5637720995,9.75
A1,B20,S3,0,12,2318,Bacteria,1706463,341293,5.53,4,S3,B3,D0B3,D0B3,17702.18,6041631744,9.78
A1,C19,S4,0,12,3919,Bacteria,2817765,563553,5.75,1,S4,B4,D0B4,D0B4,22671.33,12776496243,10.11
A1,C20,S4,0,12,3919,Bacteria,2272123,454425,5.66,2,S4,B4,D0B4,D0B4,22671.33,10302419303,10.01
A1,D19,S4,0,12,3919,Bacteria,2191656,438331,5.64,3,S4,B4,D0B4,D0B4,22671.33,9937546912,10
A1,D20,S4,0,12,3919,Bacteria,2333914,466783,5.67,4,S4,B4,D0B4,D0B4,22671.33,10582591604,10.02
A1,E19,S5,0,12,2512,Bacteria,4388306,877661,5.94,1,S5,B5,D0B5,D0B5,25542.83,22417946502,10.35
A1,E20,S5,0,12,2512,Bacteria,2637400,527480,5.72,2,S5,B5,D0B5,D0B5,25542.83,13473332438,10.13
A1,F19,S5,0,12,2512,Bacteria,2382959,476592,5.68,3,S5,B5,D0B5,D0B5,25542.83,12173508860,10.09
A1,F20,S5,0,12,2512,Bacteria,2373854,474771,5.68,4,S5,B5,D0B5,D0B5,25542.83,12126995365,10.08
B2,C14,S6,0,12,116,Bacteria,2418677,483735,5.68,1,S6,B6,D0B6,D0B6,18476.44,8937701594,9.95
B2,D14,S6,0,12,116,Bacteria,2839957,567991,5.75,2,S6,B6,D0B6,D0B6,18476.44,10494452678,10.02
B2,D22,S6,0,12,116,Bacteria,3939410,787882,5.9,3,S6,B6,D0B6,D0B6,18476.44,14557255951,10.16
B2,E14,S7,0,12,124,Bacteria,2550702,510140,5.71,1,S7,B7,D0B7,D0B7,5829.6,2973914049,9.47
B2,F14,S7,0,12,124,Bacteria,3370444,674089,5.83,2,S7,B7,D0B7,D0B7,5829.6,3929671751,9.59
B2,F22,S7,0,12,124,Bacteria,2318744,463749,5.67,3,S7,B7,D0B7,D0B7,5829.6,2703472902,9.43
B2,G14,S8,0,12,353,Bacteria,1800163,360033,5.56,1,S8,B8,D0B8,D0B8,11530.89,4151502401,9.62
B2,H14,S8,0,12,353,Bacteria,1751492,350298,5.54,2,S8,B8,D0B8,D0B8,11530.89,4039249147,9.61
B2,H22,S8,0,12,353,Bacteria,745538,149108,5.17,3,S8,B8,D0B8,D0B8,11530.89,1719348560,9.24
B2,I14,S9,0,12,6023,Bacteria,2971896,594379,5.77,1,S9,B9,D0B9,D0B9,8279.13,4920942451,9.69
B2,J14,S9,0,12,6023,Bacteria,974536,194907,5.29,2,S9,B9,D0B9,D0B9,8279.13,1613660863,9.21
B2,J22,S9,0,12,6023,Bacteria,586085,117217,5.07,3,S9,B9,D0B9,D0B9,8279.13,970455065.4,8.99
A1,M07,S1,14,20,3865,Bacteria,4141830,828366,5.92,1,S1,A1,D14A1,D14A1,25229.76,20899477338,10.32
A1,M08,S1,14,20,3865,Bacteria,3832749,766550,5.88,2,S1,A1,D14A1,D14A1,25229.76,19339874347,10.29
A1,N07,S1,14,20,3865,Bacteria,3558058,711612,5.85,3,S1,A1,D14A1,D14A1,25229.76,17953801662,10.25
A1,N08,S1,14,20,3865,Bacteria,2555075,511015,5.71,4,S1,A1,D14A1,D14A1,25229.76,12892787019,10.11
A2,C07,S10,14,20,1881,Bacteria,6358440,1271688,6.1,1,S10,A10,D14A10,D14A10,16278.63,20701340676,10.32
A2,C19,S10,14,20,1881,Bacteria,5174157,1034831,6.01,2,S10,A10,D14A10,D14A10,16278.63,16845632792,10.23
A2,D07,S10,14,20,1881,Bacteria,6647080,1329416,6.12,3,S10,A10,D14A10,D14A10,16278.63,21641073531,10.34
A2,E07,S11,14,20,2259,Bacteria,3981429,796286,5.9,1,S11,A11,D14A11,D14A11,15681.49,12486954525,10.1
A2,E19,S11,14,20,2259,Bacteria,4654285,930857,5.97,2,S11,A11,D14A11,D14A11,15681.49,14597228921,10.16
A2,F07,S11,14,20,2259,Bacteria,4390443,878089,5.94,3,S11,A11,D14A11,D14A11,15681.49,13769747820,10.14
A2,G07,S12,14,20,2407,Bacteria,9823631,1964726,6.29,1,S12,A12,D14A12,D14A12,19715.31,38735186622,10.59
A2,G19,S12,14,20,2407,Bacteria,6748794,1349759,6.13,2,S12,A12,D14A12,D14A12,19715.31,26610920179,10.43
A2,H07,S12,14,20,2407,Bacteria,7112940,1422588,6.15,3,S12,A12,D14A12,D14A12,19715.31,28046766657,10.45
A2,I07,S13,14,20,2408,Bacteria,4322944,864589,5.94,1,S13,A13,D14A13,D14A13,11384.03,9842503574,9.99
A2,I19,S13,14,20,2408,Bacteria,13661671,2732334,6.44,2,S13,A13,D14A13,D14A13,11384.03,31104961040,10.49
A2,J07,S13,14,20,2408,Bacteria,6099646,1219929,6.09,3,S13,A13,D14A13,D14A13,11384.03,13887703339,10.14
A2,K07,S14,14,20,2411,Bacteria,7667035,1533407,6.19,1,S14,A14,D14A14,D14A14,10460.18,16039708280,10.21
A2,K19,S14,14,20,2411,Bacteria,11932490,2386498,6.38,2,S14,A14,D14A14,D14A14,10460.18,24963190941,10.4
A2,L07,S14,14,20,2411,Bacteria,4248959,849792,5.93,3,S14,A14,D14A14,D14A14,10460.18,8888974538,9.95
A2,M07,S15,14,20,2417,Bacteria,9282817,1856563,6.27,1,S15,A15,D14A15,D14A15,8825.65,16385383645,10.21
A2,M19,S15,14,20,2417,Bacteria,6042035,1208407,6.08,2,S15,A15,D14A15,D14A15,8825.65,10664982710,10.03
A2,N07,S15,14,20,2417,Bacteria,14236282,2847256,6.45,3,S15,A15,D14A15,D14A15,8825.65,25128897805,10.4
A2,O07,S16,14,20,4254,Bacteria,7430605,1486121,6.17,1,S16,A16,D14A16,D14A16,22028.24,32736630839,10.52
A2,O19,S16,14,20,4254,Bacteria,6130521,1226104,6.09,2,S16,A16,D14A16,D14A16,22028.24,27008913822,10.43
A2,P07,S16,14,20,4254,Bacteria,3634745,726949,5.86,3,S16,A16,D14A16,D14A16,22028.24,16013407422,10.2
A2,A08,S17,14,20,2665,Bacteria,2470972,494194,5.69,1,S17,A17,D14A17,D14A17,24855.92,12283647313,10.09
A2,B08,S17,14,20,2665,Bacteria,3627522,725504,5.86,2,S17,A17,D14A17,D14A17,24855.92,18033070535,10.26
A2,B19,S17,14,20,2665,Bacteria,3897818,779564,5.89,3,S17,A17,D14A17,D14A17,24855.92,19376781656,10.29
A2,C08,S18,14,20,6127,Bacteria,6240375,1248075,6.1,1,S18,A18,D14A18,D14A18,11869.95,14814585352,10.17
A2,D08,S18,14,20,6127,Bacteria,7511653,1502331,6.18,2,S18,A18,D14A18,D14A18,11869.95,17832590851,10.25
A2,D19,S18,14,20,6127,Bacteria,9913465,1982693,6.3,3,S18,A18,D14A18,D14A18,11869.95,23534462813,10.37
A2,E08,S19,14,20,6135,Bacteria,5348211,1069642,6.03,1,S19,A19,D14A19,D14A19,16191.49,17319093227,10.24
A2,F08,S19,14,20,6135,Bacteria,6629370,1325874,6.12,2,S19,A19,D14A19,D14A19,16191.49,21467870010,10.33
A2,F19,S19,14,20,6135,Bacteria,5360967,1072193,6.03,3,S19,A19,D14A19,D14A19,16191.49,17360397707,10.24
A1,O07,S2,14,20,4779,Bacteria,4272045,854409,5.93,1,S2,A2,D14A2,D14A2,17199.53,14695435152,10.17
A1,O08,S2,14,20,4779,Bacteria,4526011,905202,5.96,2,S2,A2,D14A2,D14A2,17199.53,15569050994,10.19
A1,P07,S2,14,20,4779,Bacteria,4916535,983307,5.99,3,S2,A2,D14A2,D14A2,17199.53,16912420460,10.23
A1,P08,S2,14,20,4779,Bacteria,5035571,1007114,6,4,S2,A2,D14A2,D14A2,17199.53,17321889725,10.24
A2,G08,S20,14,20,6177,Bacteria,5616522,1123304,6.05,1,S20,A20,D14A20,D14A20,18842.35,21165690149,10.33
A2,H08,S20,14,20,6177,Bacteria,4626930,925386,5.97,2,S20,A20,D14A20,D14A20,18842.35,17436449389,10.24
A2,H19,S20,14,20,6177,Bacteria,,,6.01,3,S20,A20,D14A20,D14A20,18842.35,19301069769,10.29
A1,A09,S3,14,20,2318,Bacteria,5717765,1143553,6.06,1,S3,A3,D14A3,D14A3,17977.36,20558067108,10.31
A1,A10,S3,14,20,2318,Bacteria,5841925,1168385,6.07,2,S3,A3,D14A3,D14A3,17977.36,21004480980,10.32
A1,B09,S3,14,20,2318,Bacteria,5504942,1100988,6.04,3,S3,A3,D14A3,D14A3,17977.36,19792860662,10.3
A1,B10,S3,14,20,2318,Bacteria,4119314,823863,5.92,4,S3,A3,D14A3,D14A3,17977.36,14810884009,10.17
A1,C09,S4,14,20,3919,Bacteria,4339291,867858,5.94,1,S4,A4,D14A4,D14A4,35332.33,30663441109,10.49
A1,C10,S4,14,20,3919,Bacteria,3598368,719674,5.86,2,S4,A4,D14A4,D14A4,35332.33,25427755827,10.41
A1,D09,S4,14,20,3919,Bacteria,3721770,744354,5.87,3,S4,A4,D14A4,D14A4,35332.33,26299757614,10.42
A1,D10,S4,14,20,3919,Bacteria,3835088,767018,5.88,4,S4,A4,D14A4,D14A4,35332.33,27100529433,10.43
A1,E09,S5,14,20,2512,Bacteria,3186260,637252,5.8,1,S5,A5,D14A5,D14A5,27332.51,17417696646,10.24
A1,E10,S5,14,20,2512,Bacteria,3586227,717245,5.86,2,S5,A5,D14A5,D14A5,27332.51,19604106116,10.29
A1,F09,S5,14,20,2512,Bacteria,3965034,793007,5.9,3,S5,A5,D14A5,D14A5,27332.51,21674871737,10.34
A1,F10,S5,14,20,2512,Bacteria,4080723,816145,5.91,4,S5,A5,D14A5,D14A5,27332.51,22307291352,10.35
A2,K06,S6,14,20,116,Bacteria,3655278,731056,5.86,1,S6,A6,D14A6,D14A6,21630.45,15813072916,10.2
A2,L06,S6,14,20,116,Bacteria,6332800,1266560,6.1,2,S6,A6,D14A6,D14A6,21630.45,27396267362,10.44
A2,L18,S6,14,20,116,Bacteria,2760906,552181,5.74,3,S6,A6,D14A6,D14A6,21630.45,11943925521,10.08
A2,M06,S7,14,20,124,Bacteria,4821932,964386,5.98,1,S7,A7,D14A7,D14A7,9504.84,9166339380,9.96
A2,N06,S7,14,20,124,Bacteria,6056222,1211244,6.08,2,S7,A7,D14A7,D14A7,9504.84,11512686390,10.06
A2,N18,S7,14,20,124,Bacteria,4960613,992123,6,3,S7,A7,D14A7,D14A7,9504.84,9429975264,9.97
A2,O06,S8,14,20,353,Bacteria,7986225,1597245,6.2,1,S8,A8,D14A8,D14A8,7657.23,12230473575,10.09
A2,P06,S8,14,20,353,Bacteria,5633030,1126606,6.05,2,S8,A8,D14A8,D14A8,7657.23,8626682139,9.94
A2,P18,S8,14,20,353,Bacteria,7655203,1531041,6.18,3,S8,A8,D14A8,D14A8,7657.23,11723534268,10.07
A2,A07,S9,14,20,6023,Bacteria,5554297,1110859,6.05,1,S9,A9,D14A9,D14A9,9462.65,10511664437,10.02
A2,A19,S9,14,20,6023,Bacteria,5867162,1173432,6.07,2,S9,A9,D14A9,D14A9,9462.65,11103770527,10.05
A2,B07,S9,14,20,6023,Bacteria,4850120,970024,5.99,3,S9,A9,D14A9,D14A9,9462.65,9178992819,9.96
A1,G09,S1,14,12,3865,Bacteria,4308631,861726,5.94,1,S1,B1,D14B1,D14B1,30731.61,26482228914,10.42
A1,G10,S1,14,12,3865,Bacteria,4274348,854870,5.93,2,S1,B1,D14B1,D14B1,30731.61,26271532983,10.42
A1,H09,S1,14,12,3865,Bacteria,3828818,765764,5.88,3,S1,B1,D14B1,D14B1,30731.61,23533161982,10.37
A1,H10,S1,14,12,3865,Bacteria,3499784,699957,5.85,4,S1,B1,D14B1,D14B1,30731.61,21510806804,10.33
B2,C07,S10,14,12,1881,Bacteria,4078520,815704,5.91,1,S10,B10,D14B10,D14B10,15420.65,12578688648,10.1
B2,C19,S10,14,12,1881,Bacteria,5713692,1142738,6.06,2,S10,B10,D14B10,D14B10,15420.65,17621766607,10.25
B2,D07,S10,14,12,1881,Bacteria,11017725,2203545,6.34,3,S10,B10,D14B10,D14B10,15420.65,33980103661,10.53
B2,E07,S11,14,12,2259,Bacteria,5997352,1199470,6.08,1,S11,B11,D14B11,D14B11,4782.38,5736321783,9.76
B2,E19,S11,14,12,2259,Bacteria,11905442,2381088,6.38,2,S11,B11,D14B11,D14B11,4782.38,11387268511,10.06
B2,F07,S11,14,12,2259,Bacteria,13274928,2654986,6.42,3,S11,B11,D14B11,D14B11,4782.38,12697152930,10.1
B2,G07,S12,14,12,2407,Bacteria,18959275,3791855,6.58,1,S12,B12,D14B12,D14B12,5474.3,20757765799,10.32
B2,G19,S12,14,12,2407,Bacteria,11543586,2308717,6.36,2,S12,B12,D14B12,D14B12,5474.3,12638617981,10.1
B2,H07,S12,14,12,2407,Bacteria,11268588,2253718,6.35,3,S12,B12,D14B12,D14B12,5474.3,12337536752,10.09
B2,I07,S13,14,12,2408,Bacteria,3230222,646044,5.81,1,S13,B13,D14B13,D14B13,11850.1,7655686491,9.88
B2,I19,S13,14,12,2408,Bacteria,5315034,1063007,6.03,2,S13,B13,D14B13,D14B13,11850.1,12596740052,10.1
B2,J07,S13,14,12,2408,Bacteria,10242964,2048593,6.31,3,S13,B13,D14B13,D14B13,11850.1,24276033453,10.39
B2,K07,S14,14,12,2411,Bacteria,8768277,1753655,6.24,1,S14,B14,D14B14,D14B14,7983.31,13999969286,10.15
B2,K19,S14,14,12,2411,Bacteria,4125483,825097,5.92,2,S14,B14,D14B14,D14B14,7983.31,6587004090,9.82
