Run,Well,Sample,Day,Temp.,Sample_ID,Gene,5 ng,1 ng,1ng_log10,Replicate,Sample,Sample,SampleID2,DNA_ng_per_gsoilDM_serial,A_no_gc_per_g_soil,A_no_gc_per_g_soil_log10
B2,B10,S18,21,12,6127,Archaea,18624,3725,3.57,2,B18,D,D21B18,12980.5,48352355,7.68
B2,B20,S18,21,12,6127,Archaea,22335,4467,3.65,3,B18,D,D21B18,12980.5,57983885,7.76
B2,C10,S19,21,12,6135,Archaea,13391,2678,3.43,1,B19,D,D21B19,13806.13,36972823,7.57
B2,D10,S19,21,12,6135,Archaea,16050,3210,3.51,2,B19,D,D21B19,13806.13,44317686,7.65
B2,D20,S19,21,12,6135,Archaea,12190,2438,3.39,3,B19,D,D21B19,13806.13,33659351,7.53
A1,M11,S2,21,12,4779,Archaea,50623,10125,4.01,1,B2,D,D21B2,20104.9,203562156,8.31
A1,M12,S2,21,12,4779,Archaea,54320,10864,4.04,2,B2,D,D21B2,20104.9,218419680,8.34
A1,N11,S2,21,12,4779,Archaea,59154,11831,4.07,3,B2,D,D21B2,20104.9,237861123,8.38
A1,N12,S2,21,12,4779,Archaea,53034,10607,4.03,4,B2,D,D21B2,20104.9,213252720,8.33
B2,E10,S20,21,12,6177,Archaea,32482,6496,3.81,1,B20,D,D21B20,18629.85,121019492,8.08
B2,F10,S20,21,12,6177,Archaea,33045,6609,3.82,2,B20,D,D21B20,18629.85,123124664,8.09
B2,F20,S20,21,12,6177,Archaea,12490,2498,3.4,3,B20,D,D21B20,18629.85,46537360,7.67
A1,O11,S3,21,12,2318,Archaea,16879,3376,3.53,1,B3,D,D21B3,19872.44,67089360,7.83
A1,O12,S3,21,12,2318,Archaea,21218,4244,3.63,2,B3,D,D21B3,19872.44,84338638,7.93
A1,P11,S3,21,12,2318,Archaea,22733,4547,3.66,3,B3,D,D21B3,19872.44,90359988,7.96
A1,P12,S3,21,12,2318,Archaea,22279,4456,3.65,4,B3,D,D21B3,19872.44,88551596,7.95
A1,A13,S4,21,12,3919,Archaea,62888,12578,4.1,1,B4,D,D21B4,33835.51,425582989,8.63
A1,A14,S4,21,12,3919,Archaea,67817,13563,4.13,2,B4,D,D21B4,33835.51,458910962,8.66
A1,B13,S4,21,12,3919,Archaea,62841,12568,4.1,3,B4,D,D21B4,33835.51,425244634,8.63
A1,B14,S4,21,12,3919,Archaea,56841,11368,4.06,4,B4,D,D21B4,33835.51,384642027,8.59
A1,C13,S5,21,12,2512,Archaea,31749,6350,3.8,1,B5,D,D21B5,30601.92,194322193,8.29
A1,C14,S5,21,12,2512,Archaea,30419,6084,3.78,2,B5,D,D21B5,30601.92,186182082,8.27
A1,D13,S5,21,12,2512,Archaea,28122,5624,3.75,3,B5,D,D21B5,30601.92,172105199,8.24
A1,D14,S5,21,12,2512,Archaea,29828,5966,3.78,4,B5,D,D21B5,30601.92,182571055,8.26
B2,I08,S6,21,12,116,Archaea,32504,6501,3.81,1,B6,D,D21B6,20575.79,133763216,8.13
B2,J08,S6,21,12,116,Archaea,46043,9209,3.96,2,B6,D,D21B6,20575.79,189482458,8.28
B2,J19,S6,21,12,116,Archaea,163231,32646,4.51,3,B6,D,D21B6,20575.79,671717267,8.83
B2,K08,S7,21,12,124,Archaea,37420,7484,3.87,1,B7,D,D21B7,8344.99,62453899,7.8
B2,L08,S7,21,12,124,Archaea,35183,7037,3.85,2,B7,D,D21B7,8344.99,58723689,7.77
B2,L19,S7,21,12,124,Archaea,13505,2701,3.43,3,B7,D,D21B7,8344.99,22539816,7.35
B2,M08,S8,21,12,353,Archaea,45206,9041,3.96,1,B8,D,D21B8,7572.13,68459652,7.84
B2,N08,S8,21,12,353,Archaea,84168,16834,4.23,2,B8,D,D21B8,7572.13,127469283,8.11
B2,N19,S8,21,12,353,Archaea,191426,38285,4.58,3,B8,D,D21B8,7572.13,289899104,8.46
B2,O08,S9,21,12,6023,Archaea,10458,2092,3.32,1,B9,D,D21B9,9543.42,19964835,7.3
B2,P08,S9,21,12,6023,Archaea,12462,2492,3.4,2,B9,D,D21B9,9543.42,23782203,7.38
B2,P19,S9,21,12,6023,Archaea,9252,1850,3.27,3,B9,D,D21B9,9543.42,17655327,7.25
A1,O13,S1,28,12,3865,Archaea,93937,18787,4.27,1,B1,D,D28B1,25387.57,476956258,8.68
A1,O14,S1,28,12,3865,Archaea,90134,18027,4.26,2,B1,D,D28B1,25387.57,457661706,8.66
A1,P13,S1,28,12,3865,Archaea,182232,36446,4.56,3,B1,D,D28B1,25387.57,925275338,8.97
A1,P14,S1,28,12,3865,Archaea,101261,20252,4.31,4,B1,D,D28B1,25387.57,514149046,8.71
B2,O10,S10,28,12,1881,Archaea,12488,2498,3.4,1,B10,D,D28B10,16530.02,41291998,7.62
B2,P10,S10,28,12,1881,Archaea,10001,2000,3.3,2,B10,D,D28B10,16530.02,33060046,7.52
B2,P20,S10,28,12,1881,Archaea,9205,1841,3.27,3,B10,D,D28B10,16530.02,30431772,7.48
B2,A11,S11,28,12,2259,Archaea,31991,6398,3.81,1,B11,D,D28B11,13598.16,87001032,7.94
B2,A21,S11,28,12,2259,Archaea,70604,14121,4.15,2,B11,D,D28B11,13598.16,192019627,8.28
B2,B11,S11,28,12,2259,Archaea,29596,5919,3.77,3,B11,D,D28B11,13598.16,80487513,7.91
B2,C11,S12,28,12,2407,Archaea,7578,1516,3.18,1,B12,D,D28B12,19085.92,28934247,7.46
B2,C21,S12,28,12,2407,Archaea,11850,2370,3.37,2,B12,D,D28B12,19085.92,45233619,7.66
B2,D11,S12,28,12,2407,Archaea,4641,928,2.97,3,B12,D,D28B12,19085.92,17711729,7.25
B2,E11,S13,28,12,2408,Archaea,9862,1972,3.3,1,B13,D,D28B13,11391.87,22464771,7.35
B2,E21,S13,28,12,2408,Archaea,16660,3332,3.52,2,B13,D,D28B13,11391.87,37957717,7.58
B2,F11,S13,28,12,2408,Archaea,14247,2849,3.45,3,B13,D,D28B13,11391.87,32455443,7.51
B2,G11,S14,28,12,2411,Archaea,6310,1262,3.1,1,B14,D,D28B14,8660.5,10929547,7.04
B2,G21,S14,28,12,2411,Archaea,22574,4515,3.65,2,B14,D,D28B14,8660.5,39102144,7.59
B2,H11,S14,28,12,2411,Archaea,6029,1206,3.08,3,B14,D,D28B14,8660.5,10444559,7.02
B2,I11,S15,28,12,2417,Archaea,27828,5566,3.75,1,B15,D,D28B15,7792.29,43371861,7.64
B2,I21,S15,28,12,2417,Archaea,53478,10696,4.03,2,B15,D,D28B15,7792.29,83346285,7.92
B2,J11,S15,28,12,2417,Archaea,28919,5784,3.76,3,B15,D,D28B15,7792.29,45070579,7.65
B2,K11,S16,28,12,4254,Archaea,21291,4258,3.63,1,B16,D,D28B16,23169.32,98654965,7.99
B2,K21,S16,28,12,4254,Archaea,33671,6734,3.83,2,B16,D,D28B16,23169.32,156022202,8.19
B2,L11,S16,28,12,4254,Archaea,30762,6152,3.79,3,B16,D,D28B16,23169.32,142537658,8.15
B2,M11,S17,28,12,2665,Archaea,31296,6259,3.8,1,B17,D,D28B17,25828.46,161660352,8.21
B2,M21,S17,28,12,2665,Archaea,52168,10434,4.02,2,B17,D,D28B17,25828.46,269494187,8.43
B2,N11,S17,28,12,2665,Archaea,42220,8444,3.93,3,B17,D,D28B17,25828.46,218095545,8.34
B2,O11,S18,28,12,6127,Archaea,14317,2863,3.46,1,B18,D,D28B18,11026.4,31568579,7.5
B2,O21,S18,28,12,6127,Archaea,14100,2820,3.45,2,B18,D,D28B18,11026.4,31094444,7.49
B2,P11,S18,28,12,6127,Archaea,20340,4068,3.61,3,B18,D,D28B18,11026.4,44855389,7.65
B2,A12,S19,28,12,6135,Archaea,24589,4918,3.69,1,B19,D,D28B19,14110.77,69396781,7.84
B2,B12,S19,28,12,6135,Archaea,18180,3636,3.56,2,B19,D,D28B19,14110.77,51306770,7.71
B2,B21,S19,28,12,6135,Archaea,21271,4254,3.63,3,B19,D,D28B19,14110.77,60027227,7.78
A1,A15,S2,28,12,4779,Archaea,53797,10759,4.03,1,B2,D,D28B2,17554.73,188871299,8.28
A1,A16,S2,28,12,4779,Archaea,55769,11154,4.05,2,B2,D,D28B2,17554.73,195805416,8.29
A1,B15,S2,28,12,4779,Archaea,54986,10997,4.04,3,B2,D,D28B2,17554.73,193049324,8.29
A1,B16,S2,28,12,4779,Archaea,61191,12238,4.09,4,B2,D,D28B2,17554.73,214834740,8.33
B2,C12,S20,28,12,6177,Archaea,16754,3351,3.53,1,B20,D,D28B20,22524.88,75480868,7.88
B2,D12,S20,28,12,6177,Archaea,9857,1971,3.29,2,B20,D,D28B20,22524.88,44396536,7.65
B2,D21,S20,28,12,6177,Archaea,13881,2776,3.44,3,B20,D,D28B20,22524.88,62529063,7.8
A1,C15,S3,28,12,2318,Archaea,18969,3794,3.58,1,B3,D,D28B3,17766.74,67407018,7.83
A1,C16,S3,28,12,2318,Archaea,18905,3781,3.58,2,B3,D,D28B3,17766.74,67176051,7.83
A1,D15,S3,28,12,2318,Archaea,18592,3718,3.57,3,B3,D,D28B3,17766.74,66056746,7.82
A1,D16,S3,28,12,2318,Archaea,16224,3245,3.51,4,B3,D,D28B3,17766.74,57653077,7.76
A1,E15,S4,28,12,3919,Archaea,63302,12660,4.1,1,B4,D,D28B4,31738.95,401815121,8.6
A1,E16,S4,28,12,3919,Archaea,59423,11885,4.07,2,B4,D,D28B4,31738.95,377217434,8.58
A1,F15,S4,28,12,3919,Archaea,60509,12102,4.08,3,B4,D,D28B4,31738.95,384104787,8.58
A1,F16,S4,28,12,3919,Archaea,59064,11813,4.07,4,B4,D,D28B4,31738.95,374932230,8.57
A1,G15,S5,28,12,2512,Archaea,32405,6481,3.81,1,B5,D,D28B5,32135.51,208270215,8.32
A1,G16,S5,28,12,2512,Archaea,29945,5989,3.78,2,B5,D,D28B5,32135.51,192459546,8.28
A1,H15,S5,28,12,2512,Archaea,30625,6125,3.79,3,B5,D,D28B5,32135.51,196829975,8.29
A1,H16,S5,28,12,2512,Archaea,31190,6238,3.8,4,B5,D,D28B5,32135.51,200461287,8.3
B2,G10,S6,28,12,116,Archaea,89896,17979,4.25,1,B6,D,D28B6,19870.01,357242835,8.55
B2,H10,S6,28,12,116,Archaea,35565,7113,3.85,2,B6,D,D28B6,19870.01,141335352,8.15
B2,H20,S6,28,12,116,Archaea,101526,20305,4.31,3,B6,D,D28B6,19870.01,403460469,8.61
B2,I10,S7,28,12,124,Archaea,20419,4084,3.61,1,B7,D,D28B7,8580.41,35042391,7.54
B2,J10,S7,28,12,124,Archaea,16402,3280,3.52,2,B7,D,D28B7,8580.41,28143742,7.45
B2,J20,S7,28,12,124,Archaea,22627,4525,3.66,3,B7,D,D28B7,8580.41,38826351,7.59
B2,K10,S8,28,12,353,Archaea,48470,9694,3.99,1,B8,D,D28B8,8638.64,83742949,7.92
B2,L10,S8,28,12,353,Archaea,68694,13739,4.14,2,B8,D,D28B8,8638.64,118686236,8.07
B2,L20,S8,28,12,353,Archaea,80825,16165,4.21,3,B8,D,D28B8,8638.64,139643570,8.15
B2,M10,S9,28,12,6023,Archaea,7338,1468,3.17,1,B9,D,D28B9,9675.32,14203371,7.15
B2,N10,S9,28,12,6023,Archaea,10071,2014,3.3,2,B9,D,D28B9,9675.32,19486096,7.29
B2,N20,S9,28,12,6023,Archaea,9559,1912,3.28,3,B9,D,D28B9,9675.32,18499214,7.27
A1,O03,S1,3,12,3865,Archaea,72637,14527,4.16,1,B1,D,D3B1,29997.75,435777323,8.64
A1,O04,S1,3,12,3865,Archaea,74827,14965,4.18,2,B1,D,D3B1,29997.75,448916338,8.65
A1,P03,S1,3,12,3865,Archaea,36335,7267,3.86,3,B1,D,D3B1,29997.75,217993654,8.34
A1,P04,S1,3,12,3865,Archaea,91998,18400,4.26,4,B1,D,D3B1,29997.75,551958611,8.74
B2,G03,S10,3,12,1881,Archaea,17660,3532,3.55,1,B10,D,D3B10,13643.35,48188326,7.68
B2,G17,S10,3,12,1881,Archaea,25518,5104,3.71,2,B10,D,D3B10,13643.35,69635678,7.84
B2,H03,S10,3,12,1881,Archaea,27431,5486,3.74,3,B10,D,D3B10,13643.35,74847440,7.87
B2,I03,S11,3,12,2259,Archaea,12938,2588,3.41,1,B11,D,D3B11,12050.19,31185900,7.49
B2,I17,S11,3,12,2259,Archaea,7267,1453,3.16,2,B11,D,D3B11,12050.19,17508930,7.24
B2,J03,S11,3,12,2259,Archaea,10939,2188,3.34,3,B11,D,D3B11,12050.19,26365822,7.42
B2,K03,S12,3,12,2407,Archaea,10655,2131,3.33,1,B12,D,D3B12,15485.38,32999336,7.52
B2,K17,S12,3,12,2407,Archaea,17661,3532,3.55,2,B12,D,D3B12,15485.38,54694348,7.74
B2,L03,S12,3,12,2407,Archaea,12609,2522,3.4,3,B12,D,D3B12,15485.38,39054118,7.59
B2,M03,S13,3,12,2408,Archaea,35589,7118,3.85,1,B13,D,D3B13,10459.96,74454008,7.87
B2,M17,S13,3,12,2408,Archaea,8777,1755,3.24,2,B13,D,D3B13,10459.96,18357233,7.26
B2,N03,S13,3,12,2408,Archaea,8019,1604,3.21,3,B13,D,D3B13,10459.96,16777779,7.22
B2,O03,S14,3,12,2411,Archaea,28107,5621,3.75,1,B14,D,D3B14,7726.36,43429897,7.64
B2,O17,S14,3,12,2411,Archaea,31435,6287,3.8,2,B14,D,D3B14,7726.36,48575656,7.69
B2,P03,S14,3,12,2411,Archaea,30,6,0.77,3,B14,D,D3B14,7726.36,46358,4.67
B2,A04,S15,3,12,2417,Archaea,48179,9636,3.98,1,B15,D,D3B15,8965.06,86387334,7.94
B2,B04,S15,3,12,2417,Archaea,41834,8367,3.92,2,B15,D,D3B15,8965.06,75010670,7.88
B2,B17,S15,3,12,2417,Archaea,99092,19818,4.3,3,B15,D,D3B15,8965.06,177669591,8.25
B2,C04,S16,3,12,4254,Archaea,37627,7525,3.88,1,B16,D,D3B16,24728.58,186082535,8.27
B2,D04,S16,3,12,4254,Archaea,32360,6472,3.81,2,B16,D,D3B16,24728.58,160043345,8.2
B2,D17,S16,3,12,4254,Archaea,123593,24719,4.39,3,B16,D,D3B16,24728.58,611265673,8.79
B2,E04,S17,3,12,2665,Archaea,30957,6191,3.79,1,B17,D,D3B17,27918.4,172842821,8.24
B2,F04,S17,3,12,2665,Archaea,18089,3618,3.56,2,B17,D,D3B17,27918.4,101008775,8
B2,F17,S17,3,12,2665,Archaea,42013,8403,3.92,3,B17,D,D3B17,27918.4,234598324,8.37
B2,G04,S18,3,12,6127,Archaea,11033,2207,3.34,1,B18,D,D3B18,8283.43,18281524,7.26
B2,H04,S18,3,12,6127,Archaea,12850,2570,3.41,2,B18,D,D3B18,8283.43,21288408,7.33
B2,H17,S18,3,12,6127,Archaea,17825,3565,3.55,3,B18,D,D3B18,8283.43,29530418,7.47
B2,I04,S19,3,12,6135,Archaea,22956,4591,3.66,1,B19,D,D3B19,10769.68,49443621,7.69
B2,J04,S19,3,12,6135,Archaea,48573,9715,3.99,2,B19,D,D3B19,10769.68,104627483,8.02
B2,J17,S19,3,12,6135,Archaea,24638,4928,3.69,3,B19,D,D3B19,10769.68,53073004,7.72
A1,A05,S2,3,12,4779,Archaea,53851,10770,4.03,1,B2,D,D3B2,21586.83,232490159,8.37
A1,A06,S2,3,12,4779,Archaea,53461,10692,4.03,2,B2,D,D3B2,21586.83,230806386,8.36
A1,B05,S2,3,12,4779,Archaea,51718,10344,4.01,3,B2,D,D3B2,21586.83,223294170,8.35
A1,B06,S2,3,12,4779,Archaea,48951,9790,3.99,4,B2,D,D3B2,21586.83,211335066,8.32
B2,K04,S20,3,12,6177,Archaea,65489,13098,4.12,1,B20,D,D3B20,13245.93,173495157,8.24
B2,L04,S20,3,12,6177,Archaea,60559,12112,4.08,2,B20,D,D3B20,13245.93,160434673,8.21
B2,L17,S20,3,12,6177,Archaea,116290,23258,4.37,3,B20,D,D3B20,13245.93,308073780,8.49
A1,C05,S3,3,12,2318,Archaea,23212,4642,3.67,1,B3,D,D3B3,14491.09,67267650,7.83
A1,C06,S3,3,12,2318,Archaea,21084,4217,3.62,2,B3,D,D3B3,14491.09,61108935,7.79
A1,D05,S3,3,12,2318,Archaea,22403,4481,3.65,3,B3,D,D3B3,14491.09,64934584,7.81
A1,D06,S3,3,12,2318,Archaea,21515,4303,3.63,4,B3,D,D3B3,14491.09,62355169,7.79
A1,E05,S4,3,12,3919,Archaea,61101,12220,4.09,1,B4,D,D3B4,26382.88,322398778,8.51
A1,E06,S4,3,12,3919,Archaea,67833,13567,4.13,2,B4,D,D3B4,26382.88,357936516,8.55
A1,F05,S4,3,12,3919,Archaea,62264,12453,4.1,3,B4,D,D3B4,26382.88,328545989,8.52
A1,F06,S4,3,12,3919,Archaea,54383,10877,4.04,4,B4,D,D3B4,26382.88,286966572,8.46
A1,G05,S5,3,12,2512,Archaea,26323,5265,3.72,1,B5,D,D3B5,31588.65,166314245,8.22
A1,G06,S5,3,12,2512,Archaea,26907,5381,3.73,2,B5,D,D3B5,31588.65,169978529,8.23
A1,H05,S5,3,12,2512,Archaea,28315,5663,3.75,3,B5,D,D3B5,31588.65,178886528,8.25
A1,H06,S5,3,12,2512,Archaea,27036,5407,3.73,4,B5,D,D3B5,31588.65,170799834,8.23
B2,O02,S6,3,12,116,Archaea,6553,1311,3.12,1,B6,D,D3B6,19186.06,25152920,7.4
B2,P02,S6,3,12,116,Archaea,59523,11905,4.08,2,B6,D,D3B6,19186.06,228410005,8.36
B2,P16,S6,3,12,116,Archaea,42792,8558,3.93,3,B6,D,D3B6,19186.06,164194273,8.22
B2,A03,S7,3,12,124,Archaea,82279,16456,4.22,1,B7,D,D3B7,6382.66,105032977,8.02
B2,A17,S7,3,12,124,Archaea,89,18,1.25,2,B7,D,D3B7,6382.66,114888,5.06
B2,B03,S7,3,12,124,Archaea,159970,31994,4.51,3,B7,D,D3B7,6382.66,204206677,8.31
B2,C03,S8,3,12,353,Archaea,16205,3241,3.51,1,B8,D,D3B8,8511.28,27585047,7.44
B2,C17,S8,3,12,353,Archaea,35013,7003,3.85,2,B8,D,D3B8,8511.28,59604468,7.78
B2,D03,S8,3,12,353,Archaea,14763,2953,3.47,3,B8,D,D3B8,8511.28,25133799,7.4
B2,E03,S9,3,12,6023,Archaea,18893,3779,3.58,1,B9,D,D3B9,7710.08,29136379,7.46
B2,E17,S9,3,12,6023,Archaea,12584,2517,3.4,2,B9,D,D3B9,7710.08,19406263,7.29
B2,F03,S9,3,12,6023,Archaea,39872,7974,3.9,3,B9,D,D3B9,7710.08,61480150,7.79
A1,C17,S1,60,12,3865,Archaea,102805,20561,4.31,1,B1,D,D60B1,22670.37,466125478,8.67
A1,C18,S1,60,12,3865,Archaea,103006,20601,4.31,2,B1,D,D60B1,22670.37,467032293,8.67
A1,D17,S1,60,12,3865,Archaea,111857,22371,4.35,3,B1,D,D60B1,22670.37,507158848,8.71
A1,D18,S1,60,12,3865,Archaea,107613,21523,4.33,4,B1,D,D60B1,22670.37,487934374,8.69
B2,M12,S10,60,12,1881,Archaea,9503,1901,3.28,1,B10,D,D60B10,16661,31672558,7.5
B2,N12,S10,60,12,1881,Archaea,11184,2237,3.35,2,B10,D,D60B10,16661,37270654,7.57
B2,N21,S10,60,12,1881,Archaea,34530,6906,3.84,3,B10,D,D60B10,16661,115060856,8.06
B2,O12,S11,60,12,2259,Archaea,16048,3210,3.51,1,B11,D,D60B11,15832.75,50823121,7.71
B2,P12,S11,60,12,2259,Archaea,12330,2466,3.39,2,B11,D,D60B11,15832.75,39043557,7.59
B2,P21,S11,60,12,2259,Archaea,7263,1453,3.16,3,B11,D,D60B11,15832.75,23004983,7.36
B2,A13,S12,60,12,2407,Archaea,9290,1858,3.27,1,B12,D,D60B12,19271.42,35806307,7.55
B2,A22,S12,60,12,2407,Archaea,7566,1513,3.18,2,B12,D,D60B12,19271.42,29157666,7.46
B2,B13,S12,60,12,2407,Archaea,8495,1699,3.23,3,B12,D,D60B12,19271.42,32742150,7.52
B2,C13,S13,60,12,2408,Archaea,9430,1886,3.28,1,B13,D,D60B13,11331.01,21370282,7.33
B2,C22,S13,60,12,2408,Archaea,13118,2624,3.42,2,B13,D,D60B13,11331.01,29732567,7.47
B2,D13,S13,60,12,2408,Archaea,10986,2197,3.34,3,B13,D,D60B13,11331.01,24894226,7.4
B2,E13,S14,60,12,2411,Archaea,5451,1090,3.04,1,B14,D,D60B14,11621.42,12667343,7.1
B2,E22,S14,60,12,2411,Archaea,6548,1310,3.12,2,B14,D,D60B14,11621.42,15224055,7.18
B2,F13,S14,60,12,2411,Archaea,4903,981,2.99,3,B14,D,D60B14,11621.42,11400609,7.06
B2,G13,S15,60,12,2417,Archaea,16023,3205,3.51,1,B15,D,D60B15,9436.42,30243727,7.48
B2,G22,S15,60,12,2417,Archaea,29849,5970,3.78,2,B15,D,D60B15,9436.42,56335429,7.75
B2,H13,S15,60,12,2417,Archaea,19884,3977,3.6,3,B15,D,D60B15,9436.42,37528644,7.57
B2,I13,S16,60,12,4254,Archaea,20057,4011,3.6,1,B16,D,D60B16,22991.14,92217451,7.96
B2,I22,S16,60,12,4254,Archaea,72423,14485,4.16,2,B16,D,D60B16,22991.14,333026620,8.52
B2,J13,S16,60,12,4254,Archaea,16404,3281,3.52,3,B16,D,D60B16,22991.14,75433921,7.88
B2,K13,S17,60,12,2665,Archaea,23959,4792,3.68,1,B17,D,D60B17,29656.19,142112481,8.15
B2,K22,S17,60,12,2665,Archaea,49201,9840,3.99,2,B17,D,D60B17,29656.19,291816948,8.47
B2,L13,S17,60,12,2665,Archaea,37705,7541,3.88,3,B17,D,D60B17,29656.19,223637358,8.35
B2,M13,S18,60,12,6127,Archaea,9810,1962,3.29,1,B18,D,D60B18,10857.66,21302722,7.33
B2,M22,S18,60,12,6127,Archaea,15636,3127,3.5,2,B18,D,D60B18,10857.66,33951892,7.53
B2,N13,S18,60,12,6127,Archaea,9711,1942,3.29,3,B18,D,D60B18,10857.66,21085569,7.32
B2,O13,S19,60,12,6135,Archaea,16026,3205,3.51,1,B19,D,D60B19,13618.91,43648618,7.64
B2,O22,S19,60,12,6135,Archaea,11540,2308,3.36,2,B19,D,D60B19,13618.91,31432453,7.5
B2,P13,S19,60,12,6135,Archaea,11562,2312,3.36,3,B19,D,D60B19,13618.91,31486928,7.5
A1,E17,S2,60,12,4779,Archaea,61802,12360,4.09,1,B2,D,D60B2,15490.02,191456694,8.28
A1,E18,S2,60,12,4779,Archaea,63077,12615,4.1,2,B2,D,D60B2,15490.02,195406650,8.29
A1,F17,S2,60,12,4779,Archaea,54407,10881,4.04,3,B2,D,D60B2,15490.02,168546949,8.23
A1,F18,S2,60,12,4779,Archaea,63211,12642,4.1,4,B2,D,D60B2,15490.02,195824881,8.29
B2,A14,S20,60,12,6177,Archaea,20141,4028,3.61,1,B20,D,D60B20,19189.1,77293705,7.89
B2,B14,S20,60,12,6177,Archaea,18195,3639,3.56,2,B20,D,D60B20,19189.1,69829144,7.84
B2,B22,S20,60,12,6177,Archaea,30577,6115,3.79,3,B20,D,D60B20,19189.1,117341362,8.07
A1,G17,S3,60,12,2318,Archaea,17971,3594,3.56,1,B3,D,D60B3,15709.12,56458578,7.75
A1,G18,S3,60,12,2318,Archaea,17522,3504,3.54,2,B3,D,D60B3,15709.12,55044757,7.74
A1,H17,S3,60,12,2318,Archaea,16167,3233,3.51,3,B3,D,D60B3,15709.12,50787586,7.71
A1,H18,S3,60,12,2318,Archaea,18979,3796,3.58,4,B3,D,D60B3,15709.12,59631820,7.78
A1,I17,S4,60,12,3919,Archaea,74142,14828,4.17,1,B4,D,D60B4,35168.32,521475827,8.72
A1,I18,S4,60,12,3919,Archaea,68553,13711,4.14,2,B4,D,D60B4,35168.32,482192816,8.68
A1,J17,S4,60,12,3919,Archaea,66387,13277,4.12,3,B4,D,D60B4,35168.32,466929765,8.67
A1,J18,S4,60,12,3919,Archaea,69692,13938,4.14,4,B4,D,D60B4,35168.32,490176024,8.69
A1,K17,S5,60,12,2512,Archaea,27460,5492,3.74,1,B5,D,D60B5,27965.79,153588145,8.19
A1,K18,S5,60,12,2512,Archaea,26775,5355,3.73,2,B5,D,D60B5,27965.79,149756831,8.18
A1,L17,S5,60,12,2512,Archaea,25914,5183,3.71,3,B5,D,D60B5,27965.79,144946715,8.16
A1,L18,S5,60,12,2512,Archaea,26829,5366,3.73,4,B5,D,D60B5,27965.79,150064455,8.18
B2,E12,S6,60,12,116,Archaea,83687,16737,4.22,1,B6,D,D60B6,26679.59,446536266,8.65
B2,F12,S6,60,12,116,Archaea,28509,5702,3.76,2,B6,D,D60B6,26679.59,152127011,8.18
B2,F21,S6,60,12,116,Archaea,34343,6869,3.84,3,B6,D,D60B6,26679.59,183262091,8.26
B2,G12,S7,60,12,124,Archaea,15942,3188,3.5,1,B7,D,D60B7,10415.21,33203676,7.52
B2,H12,S7,60,12,124,Archaea,9389,1878,3.27,2,B7,D,D60B7,10415.21,19559757,7.29
B2,H21,S7,60,12,124,Archaea,60374,12075,4.08,3,B7,D,D60B7,10415.21,125763611,8.1
B2,I12,S8,60,12,353,Archaea,163382,32676,4.51,1,B8,D,D60B8,8021.46,262109343,8.42
B2,J12,S8,60,12,353,Archaea,74261,14852,4.17,2,B8,D,D60B8,8021.46,119134777,8.08
B2,J21,S8,60,12,353,Archaea,331640,66328,4.82,3,B8,D,D60B8,8021.46,532047634,8.73
B2,K12,S9,60,12,6023,Archaea,4238,848,2.93,1,B9,D,D60B9,11079.68,9395565,6.97
B2,L12,S9,60,12,6023,Archaea,5681,1136,3.06,2,B9,D,D60B9,11079.68,12586512,7.1
B2,L21,S9,60,12,6023,Archaea,28328,5666,3.75,3,B9,D,D60B9,11079.68,62777445,7.8
A1,C07,S1,7,12,3865,Archaea,94341,18868,4.28,1,B1,D,D7B1,29285.49,552558691,8.74
A1,C08,S1,7,12,3865,Archaea,89374,17875,4.25,2,B1,D,D7B1,29285.49,523478196,8.72
A1,D07,S1,7,12,3865,Archaea,89838,17968,4.25,3,B1,D,D7B1,29285.49,526201747,8.72
A1,D08,S1,7,12,3865,Archaea,88290,17658,4.25,4,B1,D,D7B1,29285.49,517123244,8.71
B2,E05,S10,7,12,1881,Archaea,11500,2300,3.36,1,B10,D,D7B10,14446.03,33225880,7.52
B2,E18,S10,7,12,1881,Archaea,21372,4274,3.63,2,B10,D,D7B10,14446.03,61742353,7.79
B2,F05,S10,7,12,1881,Archaea,10327,2065,3.31,3,B10,D,D7B10,14446.03,29831062,7.47
B2,G05,S11,7,12,2259,Archaea,12307,2461,3.39,1,B11,D,D7B11,15576.01,38332558,7.58
B2,G18,S11,7,12,2259,Archaea,40832,8166,3.91,2,B11,D,D7B11,15576.01,127193688,8.1
B2,H05,S11,7,12,2259,Archaea,13894,2779,3.44,3,B11,D,D7B11,15576.01,43285729,7.64
B2,I05,S12,7,12,2407,Archaea,6875,1375,3.14,1,B12,D,D7B12,15212.68,20917435,7.32
B2,I18,S12,7,12,2407,Archaea,29684,5937,3.77,2,B12,D,D7B12,15212.68,90317682,7.96
B2,J05,S12,7,12,2407,Archaea,19703,3941,3.6,3,B12,D,D7B12,15212.68,59953172,7.78
B2,K05,S13,7,12,2408,Archaea,17737,3547,3.55,1,B13,D,D7B13,9147.2,32445103,7.51
B2,K18,S13,7,12,2408,Archaea,13216,2643,3.42,2,B13,D,D7B13,9147.2,24176038,7.38
B2,L05,S13,7,12,2408,Archaea,17360,3472,3.54,3,B13,D,D7B13,9147.2,31759064,7.5
B2,M05,S14,7,12,2411,Archaea,4648,930,2.97,1,B14,D,D7B14,8907.49,8283962,6.92
